# cid2code.txt (Version 08/28/2009)
#
# The data in this table contains 14 tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5079 "Adobe-GB1-5 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 30283 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 14, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "GB-H" and "GB-V" CMaps (GB
#   2312-80 character set, ISO-2022-CN encoding).
#
# o Column 3: Character codes for the "GB-EUC-H" and "GB-EUC-V" CMaps
#   (GB 2312-80 character set, EUC-CN encoding, half-width Latin
#   characters).
#
# o Column 4: Character codes for the "GBpc-EUC-H" and "GBpc-EUC-V"
#   CMaps (MacOS-S character set, EUC-CN encoding, proportional Latin
#   characters).
#
# o Column 5: Character codes for the "GBT-H" and "GBT-V" CMaps (GB/T
#   12345-90 character set, ISO-2022-CN encoding).
#
# o Column 6: Character codes for the "GBT-EUC-H" and "GBT-EUC-V"
#   CMaps (GB/T 12345-90 character set, EUC-CN encoding, half-width
#   Latin characters).
#
# o Column 7: Character codes for the "GBTpc-EUC-H" and "GBTpc-EUC-V"
#   CMaps (GB/T 12345-90 character set for MacOS-S, EUC-CN encoding,
#   proportional Latin characters).
#
# o Column 8: Character codes for the "GBK-EUC-H" and "GBK-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "GBKp-EUC-H" and "GBKp-EUC-V"
#   CMaps (GBK character set used on Windows 95 for PRC Chinese,
#   GBK encoding, proportional Latin characters).
#
# o Column 10: Character codes for the "GBK2K-H" and "GBK2K-V"
#   CMaps (GB 18030-2000 character set, the mixed one-, two-, and
#   four-byte encoding defined in GB 18030-2000, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniGB-UCS2-H" and "UniGB-UCS2-V"
#   CMaps (Unicode UCS-2/UTF-16 encoding, proportional Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 12: Character codes for the "UniGB-UTF8-H" and "UniGB-UTF8-V"
#   CMaps (Unicode 4.1 UTF-8 encoding, proportional Latin characters).
#
# o Column 13: Character codes for the "UniGB-UTF16-H" and
#   "UniGB-UTF16-V" CMaps (Unicode 4.1 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 14: Character codes for the "UniGB-UTF32-H" and
#   "UniGB-UTF32-V" CMaps (Unicode 4.1 UTF-32 encoding, proportional
#   Latin characters).
#
CID	GB	GB-EUC	GBpc-EUC	GBT	GBT-EUC	GBTpc-EUC	GBK-EUC	GBKp-EUC	GBK2K	UniGB-UCS2	UniGB-UTF8	UniGB-UTF16	UniGB-UTF32
3076	4665	c6e5	c6e5	4665	c6e5	c6e5	c6e5	c6e5	c6e5	68cb	e6a38b	68cb	000068cb
3077	4666	c6e6	c6e6	4666	c6e6	c6e6	c6e6	c6e6	c6e6	5947	e5a587	5947	00005947
3078	4667	c6e7	c6e7	4667	c6e7	c6e7	c6e7	c6e7	c6e7	6b67	e6ada7	6b67	00006b67
3079	4668	c6e8	c6e8	4668	c6e8	c6e8	c6e8	c6e8	c6e8	7566	e795a6	7566	00007566
3080	4669	c6e9	c6e9	4669	c6e9	c6e9	c6e9	c6e9	c6e9	5d0e	e5b48e	5d0e	00005d0e
3081	466a	c6ea	c6ea	*	*	*	c6ea	c6ea	c6ea	8110	e88490	8110	00008110
3082	466b	c6eb	c6eb	*	*	*	c6eb	c6eb	c6eb	9f50	e9bd90	9f50	00009f50
3083	466c	c6ec	c6ec	466c	c6ec	c6ec	c6ec	c6ec	c6ec	65d7	e69797	65d7	000065d7
3084	466d	c6ed	c6ed	466d	c6ed	c6ed	c6ed	c6ed	c6ed	7948	e7a588	7948	00007948
3085	466e	c6ee	c6ee	466e	c6ee	c6ee	c6ee	c6ee	c6ee	7941	e7a581	7941	00007941
3086	466f	c6ef	c6ef	*	*	*	c6ef	c6ef	c6ef	9a91	e9aa91	9a91	00009a91
3087	4670	c6f0	c6f0	4670	c6f0	c6f0	c6f0	c6f0	c6f0	8d77	e8b5b7	8d77	00008d77
3088	4671	c6f1	c6f1	*	*	*	c6f1	c6f1	c6f1	5c82	e5b282	5c82	00005c82
3089	4672	c6f2	c6f2	4672	c6f2	c6f2	c6f2	c6f2	c6f2	4e5e	e4b99e	4e5e	00004e5e
3090	4673	c6f3	c6f3	4673	c6f3	c6f3	c6f3	c6f3	c6f3	4f01	e4bc81	4f01	00004f01
3091	4674	c6f4	c6f4	*	*	*	c6f4	c6f4	c6f4	542f	e590af	542f	0000542f
3092	4675	c6f5	c6f5	4675	c6f5	c6f5	c6f5	c6f5	c6f5	5951	e5a591	5951	00005951
3093	4676	c6f6	c6f6	4676	c6f6	c6f6	c6f6	c6f6	c6f6	780c	e7a08c	780c	0000780c
3094	4677	c6f7	c6f7	4677	c6f7	c6f7	c6f7	c6f7	c6f7	5668	e599a8	5668	00005668
3095	4678	c6f8	c6f8	*	*	*	c6f8	c6f8	81399335,c6f8	2f53,6c14	e2bd93,e6b094	2f53,6c14	00002f53,00006c14
3096	4679	c6f9	c6f9	4679	c6f9	c6f9	c6f9	c6f9	c6f9	8fc4	e8bf84	8fc4	00008fc4
3097	467a	c6fa	c6fa	467a	c6fa	c6fa	c6fa	c6fa	c6fa	5f03	e5bc83	5f03	00005f03
3098	467b	c6fb	c6fb	467b	c6fb	c6fb	c6fb	c6fb	c6fb	6c7d	e6b1bd	6c7d	00006c7d
3099	467c	c6fc	c6fc	467c	c6fc	c6fc	c6fc	c6fc	c6fc	6ce3	e6b3a3	6ce3	00006ce3
3100	467d	c6fd	c6fd	*	*	*	c6fd	c6fd	c6fd	8bab	e8aeab	8bab	00008bab
3101	467e	c6fe	c6fe	467e	c6fe	c6fe	c6fe	c6fe	c6fe	6390	e68e90	6390	00006390
3102	4721	c7a1	c7a1	4721	c7a1	c7a1	c7a1	c7a1	c7a1	6070	e681b0	6070	00006070
3103	4722	c7a2	c7a2	4722	c7a2	c7a2	c7a2	c7a2	c7a2	6d3d	e6b4bd	6d3d	00006d3d
3104	4723	c7a3	c7a3	*	*	*	c7a3	c7a3	c7a3	7275	e789b5	7275	00007275
3105	4724	c7a4	c7a4	4724	c7a4	c7a4	c7a4	c7a4	c7a4	6266	e689a6	6266	00006266
3106	4725	c7a5	c7a5	*	*	*	c7a5	c7a5	c7a5	948e	e9928e	948e	0000948e
3107	4726	c7a6	c7a6	*	*	*	c7a6	c7a6	c7a6	94c5	e99385	94c5	000094c5
3108	4727	c7a7	c7a7	4727	c7a7	c7a7	c7a7	c7a7	c7a7	5343	e58d83	5343	00005343
3109	4728	c7a8	c7a8	*	*	*	c7a8	c7a8	c7a8	8fc1	e8bf81	8fc1	00008fc1
3110	4729	c7a9	c7a9	*	*	*	c7a9	c7a9	c7a9	7b7e	e7adbe	7b7e	00007b7e
3111	472a	c7aa	c7aa	472a	c7aa	c7aa	c7aa	c7aa	c7aa	4edf	e4bb9f	4edf	00004edf
3112	472b	c7ab	c7ab	*	*	*	c7ab	c7ab	c7ab	8c26	e8b0a6	8c26	00008c26
3113	472c	c7ac	c7ac	472c	c7ac	c7ac	c7ac	c7ac	c7ac	4e7e	e4b9be	4e7e	00004e7e
3114	472d	c7ad	c7ad	472d	c7ad	c7ad	c7ad	c7ad	c7ad	9ed4	e9bb94	9ed4	00009ed4
3115	472e	c7ae	c7ae	*	*	*	c7ae	c7ae	c7ae	94b1	e992b1	94b1	000094b1
3116	472f	c7af	c7af	*	*	*	c7af	c7af	c7af	94b3	e992b3	94b3	000094b3
3117	4730	c7b0	c7b0	4730	c7b0	c7b0	c7b0	c7b0	c7b0	524d	e5898d	524d	0000524d
3118	4731	c7b1	c7b1	4731	c7b1	c7b1	c7b1	c7b1	c7b1	6f5c	e6bd9c	6f5c	00006f5c
3119	4732	c7b2	c7b2	4732	c7b2	c7b2	c7b2	c7b2	c7b2	9063	e981a3	9063	00009063
3120	4733	c7b3	c7b3	*	*	*	c7b3	c7b3	c7b3	6d45	e6b585	6d45	00006d45
3121	4734	c7b4	c7b4	*	*	*	c7b4	c7b4	c7b4	8c34	e8b0b4	8c34	00008c34
3122	4735	c7b5	c7b5	*	*	*	c7b5	c7b5	c7b5	5811	e5a091	5811	00005811
3123	4736	c7b6	c7b6	4736	c7b6	c7b6	c7b6	c7b6	c7b6	5d4c	e5b58c	5d4c	00005d4c
3124	4737	c7b7	c7b7	4737	c7b7	c7b7	c7b7	c7b7	81399237,c7b7	2f4b,6b20	e2bd8b,e6aca0	2f4b,6b20	00002f4b,00006b20
3125	4738	c7b8	c7b8	4738	c7b8	c7b8	c7b8	c7b8	c7b8	6b49	e6ad89	6b49	00006b49
3126	4739	c7b9	c7b9	*	*	*	c7b9	c7b9	c7b9	67aa	e69eaa	67aa	000067aa
3127	473a	c7ba	c7ba	*	*	*	c7ba	c7ba	c7ba	545b	e5919b	545b	0000545b
3128	473b	c7bb	c7bb	473b	c7bb	c7bb	c7bb	c7bb	c7bb	8154	e88594	8154	00008154
3129	473c	c7bc	c7bc	473c	c7bc	c7bc	c7bc	c7bc	c7bc	7f8c	e7be8c	7f8c	00007f8c
3130	473d	c7bd	c7bd	*	*	*	c7bd	c7bd	c7bd	5899	e5a299	5899	00005899
3131	473e	c7be	c7be	*	*	*	c7be	c7be	c7be	8537	e894b7	8537	00008537
3132	473f	c7bf	c7bf	473f	c7bf	c7bf	c7bf	c7bf	c7bf	5f3a	e5bcba	5f3a	00005f3a
3133	4740	c7c0	c7c0	*	*	*	c7c0	c7c0	c7c0	62a2	e68aa2	62a2	000062a2
3134	4741	c7c1	c7c1	4741	c7c1	c7c1	c7c1	c7c1	c7c1	6a47	e6a987	6a47	00006a47
3135	4742	c7c2	c7c2	*	*	*	c7c2	c7c2	c7c2	9539	e994b9	9539	00009539
3136	4743	c7c3	c7c3	4743	c7c3	c7c3	c7c3	c7c3	c7c3	6572	e695b2	6572	00006572
3137	4744	c7c4	c7c4	4744	c7c4	c7c4	c7c4	c7c4	c7c4	6084	e68284	6084	00006084
3138	4745	c7c5	c7c5	*	*	*	c7c5	c7c5	c7c5	6865	e6a1a5	6865	00006865
3139	4746	c7c6	c7c6	4746	c7c6	c7c6	c7c6	c7c6	c7c6	77a7	e79ea7	77a7	000077a7
3140	4747	c7c7	c7c7	*	*	*	c7c7	c7c7	c7c7	4e54	e4b994	4e54	00004e54
3141	4748	c7c8	c7c8	*	*	*	c7c8	c7c8	c7c8	4fa8	e4bea8	4fa8	00004fa8
3142	4749	c7c9	c7c9	4749	c7c9	c7c9	c7c9	c7c9	c7c9	5de7	e5b7a7	5de7	00005de7
3143	474a	c7ca	c7ca	474a	c7ca	c7ca	c7ca	c7ca	c7ca	9798	e99e98	9798	00009798
3144	474b	c7cb	c7cb	474b	c7cb	c7cb	c7cb	c7cb	c7cb	64ac	e692ac	64ac	000064ac
3145	474c	c7cc	c7cc	*	*	*	c7cc	c7cc	c7cc	7fd8	e7bf98	7fd8	00007fd8
3146	474d	c7cd	c7cd	474d	c7cd	c7cd	c7cd	c7cd	c7cd	5ced	e5b3ad	5ced	00005ced
3147	474e	c7ce	c7ce	474e	c7ce	c7ce	c7ce	c7ce	c7ce	4fcf	e4bf8f	4fcf	00004fcf
3148	474f	c7cf	c7cf	*	*	*	c7cf	c7cf	c7cf	7a8d	e7aa8d	7a8d	00007a8d
3149	4750	c7d0	c7d0	4750	c7d0	c7d0	c7d0	c7d0	c7d0	5207	e58887	5207	00005207
3150	4751	c7d1	c7d1	4751	c7d1	c7d1	c7d1	c7d1	c7d1	8304	e88c84	8304	00008304
3151	4752	c7d2	c7d2	4752	c7d2	c7d2	c7d2	c7d2	c7d2	4e14	e4b894	4e14	00004e14
3152	4753	c7d3	c7d3	4753	c7d3	c7d3	c7d3	c7d3	c7d3	602f	e680af	602f	0000602f
3153	4754	c7d4	c7d4	*	*	*	c7d4	c7d4	c7d4	7a83	e7aa83	7a83	00007a83
3154	4755	c7d5	c7d5	*	*	*	c7d5	c7d5	c7d5	94a6	e992a6	94a6	000094a6
3155	4756	c7d6	c7d6	4756	c7d6	c7d6	c7d6	c7d6	c7d6	4fb5	e4beb5	4fb5	00004fb5
3156	4757	c7d7	c7d7	*	*	*	c7d7	c7d7	c7d7	4eb2	e4bab2	4eb2	00004eb2
3157	4758	c7d8	c7d8	4758	c7d8	c7d8	c7d8	c7d8	c7d8	79e6	e7a7a6	79e6	000079e6
3158	4759	c7d9	c7d9	4759	c7d9	c7d9	c7d9	c7d9	c7d9	7434	e790b4	7434	00007434
3159	475a	c7da	c7da	475a	c7da	c7da	c7da	c7da	c7da	52e4	e58ba4	52e4	000052e4
3160	475b	c7db	c7db	475b	c7db	c7db	c7db	c7db	c7db	82b9	e88ab9	82b9	000082b9
3161	475c	c7dc	c7dc	475c	c7dc	c7dc	c7dc	c7dc	c7dc	64d2	e69392	64d2	000064d2
3162	475d	c7dd	c7dd	475d	c7dd	c7dd	c7dd	c7dd	c7dd	79bd	e7a6bd	79bd	000079bd
3163	475e	c7de	c7de	*	*	*	c7de	c7de	c7de	5bdd	e5af9d	5bdd	00005bdd
3164	475f	c7df	c7df	475f	c7df	c7df	c7df	c7df	c7df	6c81	e6b281	6c81	00006c81
3165	4760	c7e0	c7e0	4760	c7e0	c7e0	c7e0	c7e0	c7e0	9752	e99d92	9752	00009752
3166	4761	c7e1	c7e1	*	*	*	c7e1	c7e1	c7e1	8f7b	e8bdbb	8f7b	00008f7b
3167	4762	c7e2	c7e2	*	*	*	c7e2	c7e2	c7e2	6c22	e6b0a2	6c22	00006c22
3168	4763	c7e3	c7e3	*	*	*	c7e3	c7e3	c7e3	503e	e580be	503e	0000503e
3169	4764	c7e4	c7e4	4764	c7e4	c7e4	c7e4	c7e4	c7e4	537f	e58dbf	537f	0000537f
3170	4765	c7e5	c7e5	4765	c7e5	c7e5	c7e5	c7e5	c7e5	6e05	e6b885	6e05	00006e05
3171	4766	c7e6	c7e6	4766	c7e6	c7e6	c7e6	c7e6	c7e6	64ce	e6938e	64ce	000064ce
3172	4767	c7e7	c7e7	4767	c7e7	c7e7	c7e7	c7e7	c7e7	6674	e699b4	6674	00006674
3173	4768	c7e8	c7e8	4768	c7e8	c7e8	c7e8	c7e8	c7e8	6c30	e6b0b0	6c30	00006c30
3174	4769	c7e9	c7e9	4769	c7e9	c7e9	c7e9	c7e9	c7e9	60c5	e68385	60c5	000060c5
3175	476a	c7ea	c7ea	*	*	*	c7ea	c7ea	c7ea	9877	e9a1b7	9877	00009877
3176	476b	c7eb	c7eb	*	*	*	c7eb	c7eb	c7eb	8bf7	e8afb7	8bf7	00008bf7
3177	476c	c7ec	c7ec	*	*	*	c7ec	c7ec	c7ec	5e86	e5ba86	5e86	00005e86
3178	476d	c7ed	c7ed	*	*	*	c7ed	c7ed	c7ed	743c	e790bc	743c	0000743c
3179	476e	c7ee	c7ee	*	*	*	c7ee	c7ee	c7ee	7a77	e7a9b7	7a77	00007a77
3180	476f	c7ef	c7ef	476f	c7ef	c7ef	c7ef	c7ef	c7ef	79cb	e7a78b	79cb	000079cb
3181	4770	c7f0	c7f0	4770	c7f0	c7f0	c7f0	c7f0	c7f0	4e18	e4b898	4e18	00004e18
3182	4771	c7f1	c7f1	4771	c7f1	c7f1	c7f1	c7f1	c7f1	90b1	e982b1	90b1	000090b1
3183	4772	c7f2	c7f2	4772	c7f2	c7f2	c7f2	c7f2	c7f2	7403	e79083	7403	00007403
3184	4773	c7f3	c7f3	4773	c7f3	c7f3	c7f3	c7f3	c7f3	6c42	e6b182	6c42	00006c42
3185	4774	c7f4	c7f4	4774	c7f4	c7f4	c7f4	c7f4	c7f4	56da	e59b9a	56da	000056da
3186	4775	c7f5	c7f5	4775	c7f5	c7f5	c7f5	c7f5	c7f5	914b	e9858b	914b	0000914b
3187	4776	c7f6	c7f6	4776	c7f6	c7f6	c7f6	c7f6	c7f6	6cc5	e6b385	6cc5	00006cc5
3188	4777	c7f7	c7f7	*	*	*	c7f7	c7f7	c7f7	8d8b	e8b68b	8d8b	00008d8b
3189	4778	c7f8	c7f8	*	*	*	c7f8	c7f8	c7f8	533a	e58cba	533a	0000533a
3190	4779	c7f9	c7f9	4779	c7f9	c7f9	c7f9	c7f9	c7f9	86c6	e89b86	86c6	000086c6
3191	477a	c7fa	c7fa	477a	c7fa	c7fa	c7fa	c7fa	c7fa	66f2	e69bb2	66f2	000066f2
3192	477b	c7fb	c7fb	*	*	*	c7fb	c7fb	c7fb	8eaf	e8baaf	8eaf	00008eaf
3193	477c	c7fc	c7fc	477c	c7fc	c7fc	c7fc	c7fc	c7fc	5c48	e5b188	5c48	00005c48
3194	477d	c7fd	c7fd	*	*	*	c7fd	c7fd	c7fd	9a71	e9a9b1	9a71	00009a71
3195	477e	c7fe	c7fe	477e	c7fe	c7fe	c7fe	c7fe	c7fe	6e20	e6b8a0	6e20	00006e20
3196	4821	c8a1	c8a1	4821	c8a1	c8a1	c8a1	c8a1	c8a1	53d6	e58f96	53d6	000053d6
3197	4822	c8a2	c8a2	4822	c8a2	c8a2	c8a2	c8a2	c8a2	5a36	e5a8b6	5a36	00005a36
3198	4823	c8a3	c8a3	*	*	*	c8a3	c8a3	c8a3	9f8b	e9be8b	9f8b	00009f8b
3199	4824	c8a4	c8a4	4824	c8a4	c8a4	c8a4	c8a4	c8a4	8da3	e8b6a3	8da3	00008da3
3200	4825	c8a5	c8a5	4825	c8a5	c8a5	c8a5	c8a5	c8a5	53bb	e58ebb	53bb	000053bb
3201	4826	c8a6	c8a6	4826	c8a6	c8a6	c8a6	c8a6	c8a6	5708	e59c88	5708	00005708
3202	4827	c8a7	c8a7	*	*	*	c8a7	c8a7	c8a7	98a7	e9a2a7	98a7	000098a7
3203	4828	c8a8	c8a8	*	*	*	c8a8	c8a8	c8a8	6743	e69d83	6743	00006743
3204	4829	c8a9	c8a9	4829	c8a9	c8a9	c8a9	c8a9	c8a9	919b	e9869b	919b	0000919b
3205	482a	c8aa	c8aa	482a	c8aa	c8aa	c8aa	c8aa	c8aa	6cc9	e6b389	6cc9	00006cc9
3206	482b	c8ab	c8ab	482b	c8ab	c8ab	c8ab	c8ab	c8ab	5168	e585a8	5168	00005168
3207	482c	c8ac	c8ac	482c	c8ac	c8ac	c8ac	c8ac	c8ac	75ca	e7978a	75ca	000075ca
3208	482d	c8ad	c8ad	482d	c8ad	c8ad	c8ad	c8ad	c8ad	62f3	e68bb3	62f3	000062f3
3209	482e	c8ae	c8ae	482e	c8ae	c8ae	c8ae	c8ae	81399435,c8ae	2f5d,72ac	e2bd9d,e78aac	2f5d,72ac	00002f5d,000072ac
3210	482f	c8af	c8af	482f	c8af	c8af	c8af	c8af	c8af	5238	e588b8	5238	00005238
3211	4830	c8b0	c8b0	*	*	*	c8b0	c8b0	c8b0	529d	e58a9d	529d	0000529d
3212	4831	c8b1	c8b1	4831	c8b1	c8b1	c8b1	c8b1	c8b1	7f3a	e7bcba	7f3a	00007f3a
3213	4832	c8b2	c8b2	4832	c8b2	c8b2	c8b2	c8b2	c8b2	7094	e78294	7094	00007094
3214	4833	c8b3	c8b3	4833	c8b3	c8b3	c8b3	c8b3	c8b3	7638	e798b8	7638	00007638
3215	4834	c8b4	c8b4	4834	c8b4	c8b4	c8b4	c8b4	c8b4	5374	e58db4	5374	00005374
3216	4835	c8b5	c8b5	*	*	*	c8b5	c8b5	c8b5	9e4a	e9b98a	9e4a	00009e4a
3217	4836	c8b6	c8b6	4836	c8b6	c8b6	c8b6	c8b6	c8b6	69b7	e6a6b7	69b7	000069b7
3218	4837	c8b7	c8b7	7866	f8e6	f8e6	c8b7	c8b7	c8b7	786e	e7a1ae	786e	0000786e
3219	4838	c8b8	c8b8	4838	c8b8	c8b8	c8b8	c8b8	c8b8	96c0	e99b80	96c0	000096c0
3220	4839	c8b9	c8b9	4839	c8b9	c8b9	c8b9	c8b9	c8b9	88d9	e8a399	88d9	000088d9
3221	483a	c8ba	c8ba	483a	c8ba	c8ba	c8ba	c8ba	c8ba	7fa4	e7bea4	7fa4	00007fa4
3222	483b	c8bb	c8bb	483b	c8bb	c8bb	c8bb	c8bb	c8bb	7136	e784b6	7136	00007136
3223	483c	c8bc	c8bc	483c	c8bc	c8bc	c8bc	c8bc	c8bc	71c3	e78783	71c3	000071c3
3224	483d	c8bd	c8bd	483d	c8bd	c8bd	c8bd	c8bd	c8bd	5189	e58689	5189	00005189
3225	483e	c8be	c8be	483e	c8be	c8be	c8be	c8be	c8be	67d3	e69f93	67d3	000067d3
3226	483f	c8bf	c8bf	483f	c8bf	c8bf	c8bf	c8bf	c8bf	74e4	e793a4	74e4	000074e4
3227	4840	c8c0	c8c0	4840	c8c0	c8c0	c8c0	c8c0	c8c0	58e4	e5a3a4	58e4	000058e4
3228	4841	c8c1	c8c1	4841	c8c1	c8c1	c8c1	c8c1	c8c1	6518	e69498	6518	00006518
3229	4842	c8c2	c8c2	4842	c8c2	c8c2	c8c2	c8c2	c8c2	56b7	e59ab7	56b7	000056b7
3230	4843	c8c3	c8c3	*	*	*	c8c3	c8c3	c8c3	8ba9	e8aea9	8ba9	00008ba9
3231	4844	c8c4	c8c4	*	*	*	c8c4	c8c4	c8c4	9976	e9a5b6	9976	00009976
3232	4845	c8c5	c8c5	*	*	*	c8c5	c8c5	c8c5	6270	e689b0	6270	00006270
3233	4846	c8c6	c8c6	*	*	*	c8c6	c8c6	c8c6	7ed5	e7bb95	7ed5	00007ed5
3234	4847	c8c7	c8c7	4847	c8c7	c8c7	c8c7	c8c7	c8c7	60f9	e683b9	60f9	000060f9
3235	4848	c8c8	c8c8	*	*	*	c8c8	c8c8	c8c8	70ed	e783ad	70ed	000070ed
3236	4849	c8c9	c8c9	4849	c8c9	c8c9	c8c9	c8c9	c8c9	58ec	e5a3ac	58ec	000058ec
3237	484a	c8ca	c8ca	484a	c8ca	c8ca	c8ca	c8ca	c8ca	4ec1	e4bb81	4ec1	00004ec1
3238	484b	c8cb	c8cb	484b	c8cb	c8cb	c8cb	c8cb	81398c30,c8cb	2f08,4eba	e2bc88,e4baba	2f08,4eba	00002f08,00004eba
3239	484c	c8cc	c8cc	484c	c8cc	c8cc	c8cc	c8cc	c8cc	5fcd	e5bf8d	5fcd	00005fcd
3240	484d	c8cd	c8cd	*	*	*	c8cd	c8cd	c8cd	97e7	e99fa7	97e7	000097e7
3241	484e	c8ce	c8ce	484e	c8ce	c8ce	c8ce	c8ce	c8ce	4efb	e4bbbb	4efb	00004efb
3242	484f	c8cf	c8cf	*	*	*	c8cf	c8cf	c8cf	8ba4	e8aea4	8ba4	00008ba4
3243	4850	c8d0	c8d0	4850	c8d0	c8d0	c8d0	c8d0	c8d0	5203	e58883	5203	00005203
3244	4851	c8d1	c8d1	4851	c8d1	c8d1	c8d1	c8d1	c8d1	598a	e5a68a	598a	0000598a
3245	4852	c8d2	c8d2	*	*	*	c8d2	c8d2	c8d2	7eab	e7baab	7eab	00007eab
3246	4853	c8d3	c8d3	4853	c8d3	c8d3	c8d3	c8d3	c8d3	6254	e68994	6254	00006254
3247	4854	c8d4	c8d4	4854	c8d4	c8d4	c8d4	c8d4	c8d4	4ecd	e4bb8d	4ecd	00004ecd
3248	4855	c8d5	c8d5	4855	c8d5	c8d5	c8d5	c8d5	81399233,c8d5	2f47,65e5	e2bd87,e697a5	2f47,65e5	00002f47,000065e5
3249	4856	c8d6	c8d6	4856	c8d6	c8d6	c8d6	c8d6	c8d6	620e	e6888e	620e	0000620e
3250	4857	c8d7	c8d7	4857	c8d7	c8d7	c8d7	c8d7	c8d7	8338	e88cb8	8338	00008338
3251	4858	c8d8	c8d8	4858	c8d8	c8d8	c8d8	c8d8	c8d8	84c9	e89389	84c9	000084c9
3252	4859	c8d9	c8d9	*	*	*	c8d9	c8d9	c8d9	8363	e88da3	8363	00008363
3253	485a	c8da	c8da	485a	c8da	c8da	c8da	c8da	c8da	878d	e89e8d	878d	0000878d
3254	485b	c8db	c8db	485b	c8db	c8db	c8db	c8db	c8db	7194	e78694	7194	00007194
3255	485c	c8dc	c8dc	485c	c8dc	c8dc	c8dc	c8dc	c8dc	6eb6	e6bab6	6eb6	00006eb6
3256	485d	c8dd	c8dd	485d	c8dd	c8dd	c8dd	c8dd	c8dd	5bb9	e5aeb9	5bb9	00005bb9
3257	485e	c8de	c8de	*	*	*	c8de	c8de	c8de	7ed2	e7bb92	7ed2	00007ed2
3258	485f	c8df	c8df	485f	c8df	c8df	c8df	c8df	c8df	5197	e58697	5197	00005197
3259	4860	c8e0	c8e0	4860	c8e0	c8e0	c8e0	c8e0	c8e0	63c9	e68f89	63c9	000063c9
3260	4861	c8e1	c8e1	4861	c8e1	c8e1	c8e1	c8e1	c8e1	67d4	e69f94	67d4	000067d4
3261	4862	c8e2	c8e2	4862	c8e2	c8e2	c8e2	c8e2	81399831,c8e2	2f81,8089	e2be81,e88289	2f81,8089	00002f81,00008089
3262	4863	c8e3	c8e3	4863	c8e3	c8e3	c8e3	c8e3	c8e3	8339	e88cb9	8339	00008339
3263	4864	c8e4	c8e4	4864	c8e4	c8e4	c8e4	c8e4	c8e4	8815	e8a095	8815	00008815
3264	4865	c8e5	c8e5	4865	c8e5	c8e5	c8e5	c8e5	c8e5	5112	e58492	5112	00005112
3265	4866	c8e6	c8e6	4866	c8e6	c8e6	c8e6	c8e6	c8e6	5b7a	e5adba	5b7a	00005b7a
3266	4867	c8e7	c8e7	4867	c8e7	c8e7	c8e7	c8e7	c8e7	5982	e5a682	5982	00005982
3267	4868	c8e8	c8e8	4868	c8e8	c8e8	c8e8	c8e8	c8e8	8fb1	e8beb1	8fb1	00008fb1
3268	4869	c8e9	c8e9	4869	c8e9	c8e9	c8e9	c8e9	c8e9	4e73	e4b9b3	4e73	00004e73
3269	486a	c8ea	c8ea	486a	c8ea	c8ea	c8ea	c8ea	c8ea	6c5d	e6b19d	6c5d	00006c5d
3270	486b	c8eb	c8eb	486b	c8eb	c8eb	c8eb	c8eb	81398c32,c8eb	2f0a,5165	e2bc8a,e585a5	2f0a,5165	00002f0a,00005165
3271	486c	c8ec	c8ec	486c	c8ec	c8ec	c8ec	c8ec	c8ec	8925	e8a4a5	8925	00008925
3272	486d	c8ed	c8ed	*	*	*	c8ed	c8ed	c8ed	8f6f	e8bdaf	8f6f	00008f6f
3273	486e	c8ee	c8ee	486e	c8ee	c8ee	c8ee	c8ee	c8ee	962e	e998ae	962e	0000962e
3274	486f	c8ef	c8ef	486f	c8ef	c8ef	c8ef	c8ef	c8ef	854a	e8958a	854a	0000854a
3275	4870	c8f0	c8f0	4870	c8f0	c8f0	c8f0	c8f0	c8f0	745e	e7919e	745e	0000745e
3276	4871	c8f1	c8f1	*	*	*	c8f1	c8f1	c8f1	9510	e99490	9510	00009510
3277	4872	c8f2	c8f2	*	*	*	c8f2	c8f2	c8f2	95f0	e997b0	95f0	000095f0
3278	4873	c8f3	c8f3	*	*	*	c8f3	c8f3	c8f3	6da6	e6b6a6	6da6	00006da6
