# cid2code.txt (Version 08/23/2009)
#
# The data in this table contains nineteen tab-delimited columns of
# information. The contents of this file supplement Technical Note 
# #5080 "Adobe-CNS1-6 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 19155 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap file, and if so, provides the encoded value.
# Here are some common aspects of the data that you will find in this
# table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap files indicated at the head of each column have
#   both "-H" (horizontal writing mode) and "-V" (vertical writing
#   mode) versions. Those with only a "-H" version are explicitly
#   shown with the "-H" appended. Those with both do not have a
#   writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap file are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap file. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 through 19, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "B5-H" and "B5-V" CMaps (Big
#   Five character set, Big Five encoding, half-width Latin
#   characters).
#
# o Column 3: Character codes for the "B5pc-H" and "B5pc-V" CMaps
#   (MacOS-T character set, Big Five encoding, proportional Latin
#   characters).
#
# o Column 4: Character codes for the "ETen-B5-H" and "ETen-B5-V"
#   CMaps (Big Five character set with ETen extensions, Big Five
#   encoding, half-width Latin characters).
#
# o Column 5: Character codes for the "ETenms-B5-H" and
#   "ETenms-B5-V" CMaps (Big Five character set with ETen extensions,
#   Big Five encoding, proportional Latin characters).
#
# o Column 6: Character codes for the "CNS1-H" and "CNS1-V" CMaps
#   (CNS 11643-1992 character set, Plane 1, ISO-2022-CN encoding).
#
# o Column 7: Character codes for the "CNS2-H" and "CNS2-V" CMaps
#   (CNS 11643-1992 character set, Plane 2, ISO-2022-CN encoding).
#
# o Column 8: Character codes for the "CNS-EUC-H" and "CNS-EUC-V"
#   CMaps (CNS 11643-1992 character set, Planes 1 and 2, EUC-TW
#   encoding, half-width Latin characters).
#
# o Column 9: Character codes for the "UniCNS-UCS2-H" and
#   "UniCNS-UCS2-V" CMaps (Unicode UCS-2 encoding, proportional
#   Latin characters).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 10: Character codes for the "UniCNS-UTF8-H" and
#   "UniCNS-UTF8-V" CMaps (Unicode 5.2 UTF-8 encoding, proportional Latin
#   characters).
#
# o Column 11: Character codes for the "UniCNS-UTF16-H" and
#   "UniCNS-UTF16-V" CMaps (Unicode 5.2 UTF-16 encoding, proportional
#   Latin characters).
#
# o Column 12: Character codes for the "UniCNS-UTF32-H" and
#   "UniCNS-UTF32-V" CMaps (Unicode 5.2 UTF-32 encoding, proportional
#   Latin characters).
#
# o Column 13: Character codes for the "ETHK-B5-H" and "ETHK-B5-V"
#   CMaps (Big Five character set with the ETen and Hong Kong SCS
#   extensions, Big Five encoding, proportional Latin characters).
#
# o Column 14: Character codes for the "HKdla-B5-H" and "HKdla-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   A with 784 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 15: Character codes for the "HKdlb-B5-H" and "HKdlb-B5-V"
#   CMaps (Big Five character set with Dynalab's Hong Kong Extension
#   B with 665 Hong Kong hanzi, Big Five encoding, proportional Latin
#   characters).
#
# o Column 16: Character codes for the "HKgccs-B5-H" and "HKgccs-B5-V"
#   CMaps (Big Five character set with Hong Kong's GCCS extension, Big
#   Five encoding, proportional Latin characters).
#
# o Column 17: Character codes for the "HKm314-B5-H" and "HKm314-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 314 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 18: Character codes for the "HKm471-B5-H" and "HKm471-B5-V"
#   CMaps (Big Five character set with Monotype's Hong Kong extension
#   containing 471 Hong Kong hanzi, Big Five encoding, proportional
#   Latin characters).
#
# o Column 19: Character codes for the "HKscs-B5-H" and "HKscs-B5-V"
#   CMaps (Big Five character set with Hong Kong's SCS extension,
#   Big Five encoding, proportional Latin characters).
#
CID	B5	B5pc	ETen-B5	ETenms-B5	CNS1	CNS2	CNS-EUC	UniCNS-UCS2	UniCNS-UTF8	UniCNS-UTF16	UniCNS-UTF32	ETHK-B5	HKdla-B5	HKdlb-B5	HKgccs-B5	HKm314-B5	HKm471-B5	HKscs-B5
870	a5d8	a5d8	a5d8	*	282e,4678	*	8ea1a8ae,8ea1c6f8,a8ae,c6f8,8ea1a8aev,8ea1c6f8v,a8aev,c6f8v	76ee	e79bae,e2bdac	76ee,2f6c	000076ee,00002f6c	a5d8	a5d8	a5d8	a5d8	a5d8	a5d8	a5d8
871	a5d9	a5d9	a5d9	*	282f,4679	*	8ea1a8af,8ea1c6f9,a8af,c6f9,8ea1a8afv,8ea1c6f9v,a8afv,c6f9v	77db	e79f9b,e2bdad	77db,2f6d	000077db,00002f6d	a5d9	a5d9	a5d9	a5d9	a5d9	a5d9	a5d9
872	a5da	a5da	a5da	*	2830,467a	*	8ea1a8b0,8ea1c6fa,a8b0,c6fa,8ea1a8b0v,8ea1c6fav,a8b0v,c6fav	77e2	e79fa2,e2bdae	77e2,2f6e	000077e2,00002f6e	a5da	a5da	a5da	a5da	a5da	a5da	a5da
873	a5db	a5db	a5db	*	2831,467b	*	8ea1a8b1,8ea1c6fb,a8b1,c6fb,8ea1a8b1v,8ea1c6fbv,a8b1v,c6fbv	77f3	e79fb3,e2bdaf	77f3,2f6f	000077f3,00002f6f	a5db	a5db	a5db	a5db	a5db	a5db	a5db
874	a5dc	a5dc	a5dc	*	2832,467c	*	8ea1a8b2,8ea1c6fc,a8b2,c6fc,8ea1a8b2v,8ea1c6fcv,a8b2v,c6fcv	793a	e7a4ba,e2bdb0	793a,2f70	0000793a,00002f70	a5dc	a5dc	a5dc	a5dc	a5dc	a5dc	a5dc
875	a5dd	a5dd	a5dd	*	2834,467d	*	8ea1a8b4,8ea1c6fd,a8b4,c6fd,8ea1a8b4v,8ea1c6fdv,a8b4v,c6fdv	79be	e7a6be,e2bdb2	79be,2f72	000079be,00002f72	a5dd	a5dd	a5dd	a5dd	a5dd	a5dd	a5dd
876	a5de	a5de	a5de	*	2835,467e	*	8ea1a8b5,8ea1c6fe,a8b5,c6fe,8ea1a8b5v,8ea1c6fev,a8b5v,c6fev	7a74	e7a9b4,e2bdb3	7a74,2f73	00007a74,00002f73	a5de	a5de	a5de	a5de	a5de	a5de	a5de
877	a5df	a5df	a5df	*	2836,4721	*	8ea1a8b6,8ea1c7a1,a8b6,c7a1,8ea1a8b6v,8ea1c7a1v,a8b6v,c7a1v	7acb	e7ab8b,e2bdb4	7acb,2f74	00007acb,00002f74	a5df	a5df	a5df	a5df	a5df	a5df	a5df
878	a5e0	a5e0	a5e0	*	4722	*	8ea1c7a2,c7a2,8ea1c7a2v,c7a2v	4e1e	e4b89e	4e1e	00004e1e	a5e0	a5e0	a5e0	a5e0	a5e0	a5e0	a5e0
879	a5e1	a5e1	a5e1	*	4723	*	8ea1c7a3,c7a3,8ea1c7a3v,c7a3v	4e1f	e4b89f	4e1f	00004e1f	a5e1	a5e1	a5e1	a5e1	a5e1	a5e1	a5e1
880	a5e2	a5e2	a5e2	*	4724	*	8ea1c7a4,c7a4,8ea1c7a4v,c7a4v	4e52	e4b992	4e52	00004e52	a5e2	a5e2	a5e2	a5e2	a5e2	a5e2	a5e2
881	a5e3	a5e3	a5e3	*	4725	*	8ea1c7a5,c7a5,8ea1c7a5v,c7a5v	4e53	e4b993	4e53	00004e53	a5e3	a5e3	a5e3	a5e3	a5e3	a5e3	a5e3
882	a5e4	a5e4	a5e4	*	4726	*	8ea1c7a6,c7a6,8ea1c7a6v,c7a6v	4e69	e4b9a9	4e69	00004e69	a5e4	a5e4	a5e4	a5e4	a5e4	a5e4	a5e4
883	a5e5	a5e5	a5e5	*	4727	*	8ea1c7a7,c7a7,8ea1c7a7v,c7a7v	4e99	e4ba99	4e99	00004e99	a5e5	a5e5	a5e5	a5e5	a5e5	a5e5	a5e5
884	a5e6	a5e6	a5e6	*	4728	*	8ea1c7a8,c7a8,8ea1c7a8v,c7a8v	4ea4	e4baa4	4ea4	00004ea4	a5e6	a5e6	a5e6	a5e6	a5e6	a5e6	a5e6
885	a5e7	a5e7	a5e7	*	4729	*	8ea1c7a9,c7a9,8ea1c7a9v,c7a9v	4ea6	e4baa6	4ea6	00004ea6	a5e7	a5e7	a5e7	a5e7	a5e7	a5e7	a5e7
886	a5e8	a5e8	a5e8	*	472a	*	8ea1c7aa,c7aa,8ea1c7aav,c7aav	4ea5	e4baa5	4ea5	00004ea5	a5e8	a5e8	a5e8	a5e8	a5e8	a5e8	a5e8
887	a5e9	a5e9	a5e9	*	472b	*	8ea1c7ab,c7ab,8ea1c7abv,c7abv	4eff	e4bbbf	4eff	00004eff	a5e9	a5e9	a5e9	a5e9	a5e9	a5e9	a5e9
888	a5ea	a5ea	a5ea	*	472c	*	8ea1c7ac,c7ac,8ea1c7acv,c7acv	4f09	e4bc89	4f09	00004f09	a5ea	a5ea	a5ea	a5ea	a5ea	a5ea	a5ea
889	a5eb	a5eb	a5eb	*	472d	*	8ea1c7ad,c7ad,8ea1c7adv,c7adv	4f19	e4bc99	4f19	00004f19	a5eb	a5eb	a5eb	a5eb	a5eb	a5eb	a5eb
890	a5ec	a5ec	a5ec	*	472e	*	8ea1c7ae,c7ae,8ea1c7aev,c7aev	4f0a	e4bc8a	4f0a	00004f0a	a5ec	a5ec	a5ec	a5ec	a5ec	a5ec	a5ec
891	a5ed	a5ed	a5ed	*	472f	*	8ea1c7af,c7af,8ea1c7afv,c7afv	4f15	e4bc95	4f15	00004f15	a5ed	a5ed	a5ed	a5ed	a5ed	a5ed	a5ed
892	a5ee	a5ee	a5ee	*	4730	*	8ea1c7b0,c7b0,8ea1c7b0v,c7b0v	4f0d	e4bc8d	4f0d	00004f0d	a5ee	a5ee	a5ee	a5ee	a5ee	a5ee	a5ee
893	a5ef	a5ef	a5ef	*	4731	*	8ea1c7b1,c7b1,8ea1c7b1v,c7b1v	4f10	e4bc90	4f10	00004f10	a5ef	a5ef	a5ef	a5ef	a5ef	a5ef	a5ef
894	a5f0	a5f0	a5f0	*	4732	*	8ea1c7b2,c7b2,8ea1c7b2v,c7b2v	4f11	e4bc91	4f11	00004f11	a5f0	a5f0	a5f0	a5f0	a5f0	a5f0	a5f0
895	a5f1	a5f1	a5f1	*	4733	*	8ea1c7b3,c7b3,8ea1c7b3v,c7b3v	4f0f	e4bc8f	4f0f	00004f0f	a5f1	a5f1	a5f1	a5f1	a5f1	a5f1	a5f1
896	a5f2	a5f2	a5f2	*	4734	*	8ea1c7b4,c7b4,8ea1c7b4v,c7b4v	4ef2	e4bbb2	4ef2	00004ef2	a5f2	a5f2	a5f2	a5f2	a5f2	a5f2	a5f2
897	a5f3	a5f3	a5f3	*	4735	*	8ea1c7b5,c7b5,8ea1c7b5v,c7b5v	4ef6	e4bbb6	4ef6	00004ef6	a5f3	a5f3	a5f3	a5f3	a5f3	a5f3	a5f3
898	a5f4	a5f4	a5f4	*	4736	*	8ea1c7b6,c7b6,8ea1c7b6v,c7b6v	4efb	e4bbbb	4efb	00004efb	a5f4	a5f4	a5f4	a5f4	a5f4	a5f4	a5f4
899	a5f5	a5f5	a5f5	*	4737	*	8ea1c7b7,c7b7,8ea1c7b7v,c7b7v	4ef0	e4bbb0	4ef0	00004ef0	a5f5	a5f5	a5f5	a5f5	a5f5	a5f5	a5f5
900	a5f6	a5f6	a5f6	*	4738	*	8ea1c7b8,c7b8,8ea1c7b8v,c7b8v	4ef3	e4bbb3	4ef3	00004ef3	a5f6	a5f6	a5f6	a5f6	a5f6	a5f6	a5f6
901	a5f7	a5f7	a5f7	*	4739	*	8ea1c7b9,c7b9,8ea1c7b9v,c7b9v	4efd	e4bbbd	4efd	00004efd	a5f7	a5f7	a5f7	a5f7	a5f7	a5f7	a5f7
902	a5f8	a5f8	a5f8	*	473a	*	8ea1c7ba,c7ba,8ea1c7bav,c7bav	4f01	e4bc81	4f01	00004f01	a5f8	a5f8	a5f8	a5f8	a5f8	a5f8	a5f8
903	a5f9	a5f9	a5f9	*	473b	*	8ea1c7bb,c7bb,8ea1c7bbv,c7bbv	4f0b	e4bc8b	4f0b	00004f0b	a5f9	a5f9	a5f9	a5f9	a5f9	a5f9	a5f9
904	a5fa	a5fa	a5fa	*	473c	*	8ea1c7bc,c7bc,8ea1c7bcv,c7bcv	5149	e58589	5149	00005149	a5fa	a5fa	a5fa	a5fa	a5fa	a5fa	a5fa
905	a5fb	a5fb	a5fb	*	473d	*	8ea1c7bd,c7bd,8ea1c7bdv,c7bdv	5147	e58587	5147	00005147	a5fb	a5fb	a5fb	a5fb	a5fb	a5fb	a5fb
906	a5fc	a5fc	a5fc	*	473e	*	8ea1c7be,c7be,8ea1c7bev,c7bev	5146	e58586	5146	00005146	a5fc	a5fc	a5fc	a5fc	a5fc	a5fc	a5fc
907	a5fd	a5fd	a5fd	*	473f	*	8ea1c7bf,c7bf,8ea1c7bfv,c7bfv	5148	e58588	5148	00005148	a5fd	a5fd	a5fd	a5fd	a5fd	a5fd	a5fd
908	a5fe	a5fe	a5fe	*	4740	*	8ea1c7c0,c7c0,8ea1c7c0v,c7c0v	5168	e585a8	5168	00005168	a5fe	a5fe	a5fe	a5fe	a5fe	a5fe	a5fe
909	a640	a640	a640	*	4741	*	8ea1c7c1,c7c1,8ea1c7c1v,c7c1v	5171	e585b1	5171	00005171	a640	a640	a640	a640	a640	a640	a640
910	a641	a641	a641	*	4742	*	8ea1c7c2,c7c2,8ea1c7c2v,c7c2v	518d	e5868d	518d	0000518d	a641	a641	a641	a641	a641	a641	a641
911	a642	a642	a642	*	4743	*	8ea1c7c3,c7c3,8ea1c7c3v,c7c3v	51b0	e586b0	51b0	000051b0	a642	a642	a642	a642	a642	a642	a642
912	a643	a643	a643	*	4744	*	8ea1c7c4,c7c4,8ea1c7c4v,c7c4v	5217	e58897	5217	00005217	a643	a643	a643	a643	a643	a643	a643
913	a644	a644	a644	*	4745	*	8ea1c7c5,c7c5,8ea1c7c5v,c7c5v	5211	e58891	5211	00005211	a644	a644	a644	a644	a644	a644	a644
914	a645	a645	a645	*	4746	*	8ea1c7c6,c7c6,8ea1c7c6v,c7c6v	5212	e58892	5212	00005212	a645	a645	a645	a645	a645	a645	a645
915	a646	a646	a646	*	4747	*	8ea1c7c7,c7c7,8ea1c7c7v,c7c7v	520e	e5888e	520e	0000520e	a646	a646	a646	a646	a646	a646	a646
916	a647	a647	a647	*	4748	*	8ea1c7c8,c7c8,8ea1c7c8v,c7c8v	5216	e58896	5216	00005216	a647	a647	a647	a647	a647	a647	a647
917	a648	a648	a648	*	4749	*	8ea1c7c9,c7c9,8ea1c7c9v,c7c9v	52a3	e58aa3	52a3	000052a3	a648	a648	a648	a648	a648	a648	a648
918	a649	a649	a649	*	474a	*	8ea1c7ca,c7ca,8ea1c7cav,c7cav	5308	e58c88	5308	00005308	a649	a649	a649	a649	a649	a649	a649
919	a64a	a64a	a64a	*	474b	*	8ea1c7cb,c7cb,8ea1c7cbv,c7cbv	5321	e58ca1	5321	00005321	a64a	a64a	a64a	a64a	a64a	a64a	a64a
920	a64b	a64b	a64b	*	474c	*	8ea1c7cc,c7cc,8ea1c7ccv,c7ccv	5320	e58ca0	5320	00005320	a64b	a64b	a64b	a64b	a64b	a64b	a64b
921	a64c	a64c	a64c	*	474d	*	8ea1c7cd,c7cd,8ea1c7cdv,c7cdv	5370	e58db0	5370	00005370	a64c	a64c	a64c	a64c	a64c	a64c	a64c
922	a64d	a64d	a64d	*	474e	*	8ea1c7ce,c7ce,8ea1c7cev,c7cev	5371	e58db1	5371	00005371	a64d	a64d	a64d	a64d	a64d	a64d	a64d
923	a64e	a64e	a64e	*	474f	*	8ea1c7cf,c7cf,8ea1c7cfv,c7cfv	5409	e59089	5409	00005409	a64e	a64e	a64e	a64e	a64e	a64e	a64e
924	a64f	a64f	a64f	*	4750	*	8ea1c7d0,c7d0,8ea1c7d0v,c7d0v	540f	e5908f	540f	0000540f	a64f	a64f	a64f	a64f	a64f	a64f	a64f
925	a650	a650	a650	*	4751	*	8ea1c7d1,c7d1,8ea1c7d1v,c7d1v	540c	e5908c	540c	0000540c	a650	a650	a650	a650	a650	a650	a650
926	a651	a651	a651	*	4752	*	8ea1c7d2,c7d2,8ea1c7d2v,c7d2v	540a	e5908a	540a	0000540a	a651	a651	a651	a651	a651	a651	a651
927	a652	a652	a652	*	4753	*	8ea1c7d3,c7d3,8ea1c7d3v,c7d3v	5410	e59090	5410	00005410	a652	a652	a652	a652	a652	a652	a652
928	a653	a653	a653	*	4754	*	8ea1c7d4,c7d4,8ea1c7d4v,c7d4v	5401	e59081	5401	00005401	a653	a653	a653	a653	a653	a653	a653
929	a654	a654	a654	*	4755	*	8ea1c7d5,c7d5,8ea1c7d5v,c7d5v	540b	e5908b	540b	0000540b	a654	a654	a654	a654	a654	a654	a654
930	a655	a655	a655	*	4756	*	8ea1c7d6,c7d6,8ea1c7d6v,c7d6v	5404	e59084	5404	00005404	a655	a655	a655	a655	a655	a655	a655
931	a656	a656	a656	*	4757	*	8ea1c7d7,c7d7,8ea1c7d7v,c7d7v	5411	e59091	5411	00005411	a656	a656	a656	a656	a656	a656	a656
932	a657	a657	a657	*	4758	*	8ea1c7d8,c7d8,8ea1c7d8v,c7d8v	540d	e5908d	540d	0000540d	a657	a657	a657	a657	a657	a657	a657
933	a658	a658	a658	*	4759	*	8ea1c7d9,c7d9,8ea1c7d9v,c7d9v	5408	e59088	5408	00005408	a658	a658	a658	a658	a658	a658	a658
934	a659	a659	a659	*	475a	*	8ea1c7da,c7da,8ea1c7dav,c7dav	5403	e59083	5403	00005403	a659	a659	a659	a659	a659	a659	a659
935	a65a	a65a	a65a	*	475b	*	8ea1c7db,c7db,8ea1c7dbv,c7dbv	540e	e5908e	540e	0000540e	a65a	a65a	a65a	a65a	a65a	a65a	a65a
936	a65b	a65b	a65b	*	475c	*	8ea1c7dc,c7dc,8ea1c7dcv,c7dcv	5406	e59086	5406	00005406	a65b	a65b	a65b	a65b	a65b	a65b	a65b
937	a65c	a65c	a65c	*	475d	*	8ea1c7dd,c7dd,8ea1c7ddv,c7ddv	5412	e59092	5412	00005412	a65c	a65c	a65c	a65c	a65c	a65c	a65c
938	a65d	a65d	a65d	*	475e	*	8ea1c7de,c7de,8ea1c7dev,c7dev	56e0	e59ba0	56e0	000056e0	a65d	a65d	a65d	a65d	a65d	a65d	a65d
939	a65e	a65e	a65e	*	475f	*	8ea1c7df,c7df,8ea1c7dfv,c7dfv	56de	e59b9e	56de	000056de	a65e	a65e	a65e	a65e	a65e	a65e	a65e
940	a65f	a65f	a65f	*	4760	*	8ea1c7e0,c7e0,8ea1c7e0v,c7e0v	56dd	e59b9d	56dd	000056dd	a65f	a65f	a65f	a65f	a65f	a65f	a65f
941	a660	a660	a660	*	4761	*	8ea1c7e1,c7e1,8ea1c7e1v,c7e1v	5733	e59cb3	5733	00005733	a660	a660	a660	a660	a660	a660	a660
942	a661	a661	a661	*	4762	*	8ea1c7e2,c7e2,8ea1c7e2v,c7e2v	5730	e59cb0	5730	00005730	a661	a661	a661	a661	a661	a661	a661
943	a662	a662	a662	*	4763	*	8ea1c7e3,c7e3,8ea1c7e3v,c7e3v	5728	e59ca8	5728	00005728	a662	a662	a662	a662	a662	a662	a662
944	a663	a663	a663	*	4764	*	8ea1c7e4,c7e4,8ea1c7e4v,c7e4v	572d	e59cad	572d	0000572d	a663	a663	a663	a663	a663	a663	a663
945	a664	a664	a664	*	4765	*	8ea1c7e5,c7e5,8ea1c7e5v,c7e5v	572c	e59cac	572c	0000572c	a664	a664	a664	a664	a664	a664	a664
946	a665	a665	a665	*	4766	*	8ea1c7e6,c7e6,8ea1c7e6v,c7e6v	572f	e59caf	572f	0000572f	a665	a665	a665	a665	a665	a665	a665
947	a666	a666	a666	*	4767	*	8ea1c7e7,c7e7,8ea1c7e7v,c7e7v	5729	e59ca9	5729	00005729	a666	a666	a666	a666	a666	a666	a666
948	a667	a667	a667	*	4768	*	8ea1c7e8,c7e8,8ea1c7e8v,c7e8v	5919	e5a499	5919	00005919	a667	a667	a667	a667	a667	a667	a667
949	a668	a668	a668	*	4769	*	8ea1c7e9,c7e9,8ea1c7e9v,c7e9v	591a	e5a49a	591a	0000591a	a668	a668	a668	a668	a668	a668	a668
950	a669	a669	a669	*	476a	*	8ea1c7ea,c7ea,8ea1c7eav,c7eav	5937	e5a4b7	5937	00005937	a669	a669	a669	a669	a669	a669	a669
951	a66a	a66a	a66a	*	476b	*	8ea1c7eb,c7eb,8ea1c7ebv,c7ebv	5938	e5a4b8	5938	00005938	a66a	a66a	a66a	a66a	a66a	a66a	a66a
952	a66b	a66b	a66b	*	476c	*	8ea1c7ec,c7ec,8ea1c7ecv,c7ecv	5984	e5a684	5984	00005984	a66b	a66b	a66b	a66b	a66b	a66b	a66b
953	a66c	a66c	a66c	*	476d	*	8ea1c7ed,c7ed,8ea1c7edv,c7edv	5978	e5a5b8	5978	00005978	a66c	a66c	a66c	a66c	a66c	a66c	a66c
954	a66d	a66d	a66d	*	476e	*	8ea1c7ee,c7ee,8ea1c7eev,c7eev	5983	e5a683	5983	00005983	a66d	a66d	a66d	a66d	a66d	a66d	a66d
955	a66e	a66e	a66e	*	476f	*	8ea1c7ef,c7ef,8ea1c7efv,c7efv	597d	e5a5bd	597d	0000597d	a66e	a66e	a66e	a66e	a66e	a66e	a66e
956	a66f	a66f	a66f	*	4770	*	8ea1c7f0,c7f0,8ea1c7f0v,c7f0v	5979	e5a5b9	5979	00005979	a66f	a66f	a66f	a66f	a66f	a66f	a66f
957	a670	a670	a670	*	4771	*	8ea1c7f1,c7f1,8ea1c7f1v,c7f1v	5982	e5a682	5982	00005982	a670	a670	a670	a670	a670	a670	a670
958	a671	a671	a671	*	4772	*	8ea1c7f2,c7f2,8ea1c7f2v,c7f2v	5981	e5a681	5981	00005981	a671	a671	a671	a671	a671	a671	a671
959	a672	a672	a672	*	4773	*	8ea1c7f3,c7f3,8ea1c7f3v,c7f3v	5b57	e5ad97	5b57	00005b57	a672	a672	a672	a672	a672	a672	a672
960	a673	a673	a673	*	4774	*	8ea1c7f4,c7f4,8ea1c7f4v,c7f4v	5b58	e5ad98	5b58	00005b58	a673	a673	a673	a673	a673	a673	a673
961	a674	a674	a674	*	4775	*	8ea1c7f5,c7f5,8ea1c7f5v,c7f5v	5b87	e5ae87	5b87	00005b87	a674	a674	a674	a674	a674	a674	a674
962	a675	a675	a675	*	4776	*	8ea1c7f6,c7f6,8ea1c7f6v,c7f6v	5b88	e5ae88	5b88	00005b88	a675	a675	a675	a675	a675	a675	a675
963	a676	a676	a676	*	4777	*	8ea1c7f7,c7f7,8ea1c7f7v,c7f7v	5b85	e5ae85	5b85	00005b85	a676	a676	a676	a676	a676	a676	a676
964	a677	a677	a677	*	4778	*	8ea1c7f8,c7f8,8ea1c7f8v,c7f8v	5b89	e5ae89	5b89	00005b89	a677	a677	a677	a677	a677	a677	a677
965	a678	a678	a678	*	4779	*	8ea1c7f9,c7f9,8ea1c7f9v,c7f9v	5bfa	e5afba	5bfa	00005bfa	a678	a678	a678	a678	a678	a678	a678
966	a679	a679	a679	*	477a	*	8ea1c7fa,c7fa,8ea1c7fav,c7fav	5c16	e5b096	5c16	00005c16	a679	a679	a679	a679	a679	a679	a679
967	a67a	a67a	a67a	*	477b	*	8ea1c7fb,c7fb,8ea1c7fbv,c7fbv	5c79	e5b1b9	5c79	00005c79	a67a	a67a	a67a	a67a	a67a	a67a	a67a
968	a67b	a67b	a67b	*	477c	*	8ea1c7fc,c7fc,8ea1c7fcv,c7fcv	5dde	e5b79e	5dde	00005dde	a67b	a67b	a67b	a67b	a67b	a67b	a67b
969	a67c	a67c	a67c	*	477d	*	8ea1c7fd,c7fd,8ea1c7fdv,c7fdv	5e06	e5b886	5e06	00005e06	a67c	a67c	a67c	a67c	a67c	a67c	a67c
970	a67d	a67d	a67d	*	477e	*	8ea1c7fe,c7fe,8ea1c7fev,c7fev	5e76	e5b9b6	5e76	00005e76	a67d	a67d	a67d	a67d	a67d	a67d	a67d
971	a67e	a67e	a67e	*	4821	*	8ea1c8a1,c8a1,8ea1c8a1v,c8a1v	5e74	e5b9b4	5e74	00005e74	a67e	a67e	a67e	a67e	a67e	a67e	a67e
972	a6a1	a6a1	a6a1	*	4822	*	8ea1c8a2,c8a2,8ea1c8a2v,c8a2v	5f0f	e5bc8f	5f0f	00005f0f	a6a1	a6a1	a6a1	a6a1	a6a1	a6a1	a6a1
973	a6a2	a6a2	a6a2	*	4823	*	8ea1c8a3,c8a3,8ea1c8a3v,c8a3v	5f1b	e5bc9b	5f1b	00005f1b	a6a2	a6a2	a6a2	a6a2	a6a2	a6a2	a6a2
974	a6a3	a6a3	a6a3	*	4824	*	8ea1c8a4,c8a4,8ea1c8a4v,c8a4v	5fd9	e5bf99	5fd9	00005fd9	a6a3	a6a3	a6a3	a6a3	a6a3	a6a3	a6a3
975	a6a4	a6a4	a6a4	*	4825	*	8ea1c8a5,c8a5,8ea1c8a5v,c8a5v	5fd6	e5bf96	5fd6	00005fd6	a6a4	a6a4	a6a4	a6a4	a6a4	a6a4	a6a4
976	a6a5	a6a5	a6a5	*	4826	*	8ea1c8a6,c8a6,8ea1c8a6v,c8a6v	620e	e6888e	620e	0000620e	a6a5	a6a5	a6a5	a6a5	a6a5	a6a5	a6a5
977	a6a6	a6a6	a6a6	*	4827	*	8ea1c8a7,c8a7,8ea1c8a7v,c8a7v	620c	e6888c	620c	0000620c	a6a6	a6a6	a6a6	a6a6	a6a6	a6a6	a6a6
978	a6a7	a6a7	a6a7	*	4828	*	8ea1c8a8,c8a8,8ea1c8a8v,c8a8v	620d	e6888d	620d	0000620d	a6a7	a6a7	a6a7	a6a7	a6a7	a6a7	a6a7
979	a6a8	a6a8	a6a8	*	4829	*	8ea1c8a9,c8a9,8ea1c8a9v,c8a9v	6210	e68890	6210	00006210	a6a8	a6a8	a6a8	a6a8	a6a8	a6a8	a6a8
980	a6a9	a6a9	a6a9	*	482a	*	8ea1c8aa,c8aa,8ea1c8aav,c8aav	6263	e689a3	6263	00006263	a6a9	a6a9	a6a9	a6a9	a6a9	a6a9	a6a9
981	a6aa	a6aa	a6aa	*	482b	*	8ea1c8ab,c8ab,8ea1c8abv,c8abv	625b	e6899b	625b	0000625b	a6aa	a6aa	a6aa	a6aa	a6aa	a6aa	a6aa
982	a6ab	a6ab	a6ab	*	482c	*	8ea1c8ac,c8ac,8ea1c8acv,c8acv	6258	e68998	6258	00006258	a6ab	a6ab	a6ab	a6ab	a6ab	a6ab	a6ab
983	a6ac	a6ac	a6ac	*	482d	*	8ea1c8ad,c8ad,8ea1c8adv,c8adv	6536	e694b6	6536	00006536	a6ac	a6ac	a6ac	a6ac	a6ac	a6ac	a6ac
984	a6ad	a6ad	a6ad	*	482e	*	8ea1c8ae,c8ae,8ea1c8aev,c8aev	65e9	e697a9	65e9	000065e9	a6ad	a6ad	a6ad	a6ad	a6ad	a6ad	a6ad
985	a6ae	a6ae	a6ae	*	482f	*	8ea1c8af,c8af,8ea1c8afv,c8afv	65e8	e697a8	65e8	000065e8	a6ae	a6ae	a6ae	a6ae	a6ae	a6ae	a6ae
986	a6af	a6af	a6af	*	4830	*	8ea1c8b0,c8b0,8ea1c8b0v,c8b0v	65ec	e697ac	65ec	000065ec	a6af	a6af	a6af	a6af	a6af	a6af	a6af
